Software_name,category_1,option_1,,category_2,option_2,category_3,option_3,category_4,option_4,category_5,option_5,category_6,option_6,category_7,option_7,category_8,option_8,category_9,option_9,category_10,option_10,category_11,option_11,category_12,option_12,category_13,option_13,category_14,option_14,category_15,option_15,category_16
Boston Private Bank: Online Banking,https://www.g2.com/categories/investment-firms,firmas-inversion,https://www.g2.com/categories/investment-firms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cogneve,https://www.g2.com/categories/investment-firms,firmas-inversion,https://www.g2.com/categories/investment-firms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeni,https://www.g2.com/categories/tax-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxTaker,https://www.g2.com/categories/tax-credit-providers,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGScapital,https://www.g2.com/categories/business-plan-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growthink,https://www.g2.com/categories/business-plan-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro Business Plans,https://www.g2.com/categories/business-plan-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Express Global Business Travel,https://www.g2.com/categories/business-travel-management-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWT,https://www.g2.com/categories/business-travel-management-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expensify Travel Management,https://www.g2.com/categories/business-travel-management-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InflowCX,https://www.g2.com/categories/contact-center-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiveOps,https://www.g2.com/categories/contact-center-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTEC,https://www.g2.com/categories/contact-center-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CloudTask,https://www.g2.com/categories/contact-center-outsourcing-services,,#N/A,https://www.g2.com/categories/outsourced-sales-providers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teleperformance,https://www.g2.com/categories/contact-center-outsourcing-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOW24-7,https://www.g2.com/categories/contact-center-outsourcing-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winning by Design,https://www.g2.com/categories/customer-success-training,,#N/A,https://www.g2.com/categories/revenue-operations-services,,https://www.g2.com/categories/sales-consulting,,https://www.g2.com/categories/sales-training,,,,,,,,,,,,,,,,,,,,,,,,
SuccessCOACHING,https://www.g2.com/categories/customer-success-training,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Growth Molecules, Customer Success",https://www.g2.com/categories/customer-success-training,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoreSite,https://www.g2.com/categories/data-center-infrastructure,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTT Communications Data Centers,https://www.g2.com/categories/data-center-infrastructure,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365 Data Centers,https://www.g2.com/categories/data-center-infrastructure,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISG Enterprise Energy Solutions,https://www.g2.com/categories/energy-consulting,consultoria-energetica,https://www.g2.com/categories/energy-consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conservice,https://www.g2.com/categories/energy-consulting,consultoria-energetica,https://www.g2.com/categories/energy-consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESolve,https://www.g2.com/categories/energy-consulting,consultoria-energetica,https://www.g2.com/categories/energy-consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maven,https://www.g2.com/categories/expert-networks,redes-expertos,https://www.g2.com/categories/expert-networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stream by AlphaSense,https://www.g2.com/categories/expert-networks,redes-expertos,https://www.g2.com/categories/expert-networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inex One,https://www.g2.com/categories/expert-networks,redes-expertos,https://www.g2.com/categories/expert-networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fidelity 401(k) Plan Services,https://www.g2.com/categories/benefits-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP Comprehensive Services,https://www.g2.com/categories/benefits-consulting,,#N/A,https://www.g2.com/categories/hr-consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insperity Workforce Optimization,https://www.g2.com/categories/benefits-consulting,,#N/A,https://www.g2.com/categories/hr-consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workpartners,https://www.g2.com/categories/corporate-wellness-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FranklinCovey,https://www.g2.com/categories/corporate-wellness-consulting,,#N/A,https://www.g2.com/categories/diversity-inclusion-consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeamo,https://www.g2.com/categories/corporate-wellness-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CulturalFitness,https://www.g2.com/categories/diversity-inclusion-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CultureAlly,https://www.g2.com/categories/diversity-inclusion-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omnipresent Services,https://www.g2.com/categories/employer-of-record-eor-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velocity Global,https://www.g2.com/categories/employer-of-record-eor-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS Management Tools,https://www.g2.com/categories/health-safety,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequoia,https://www.g2.com/categories/health-safety,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J.J. Keller & Associates, Inc.",https://www.g2.com/categories/health-safety,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zenefits Services,https://www.g2.com/categories/hr-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP Payroll Services,https://www.g2.com/categories/payroll-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP Workforce Now Comprehensive Services,https://www.g2.com/categories/payroll-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUB Institute,https://www.g2.com/categories/management-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canon Information and Imaging Solutions,https://www.g2.com/categories/management-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultFirst,https://www.g2.com/categories/management-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martal Group,https://www.g2.com/categories/outsourced-sales-providers,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operatix,https://www.g2.com/categories/outsourced-sales-providers,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceberg RevOps,https://www.g2.com/categories/revenue-operations-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carabiner Group,https://www.g2.com/categories/revenue-operations-services,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belkins,https://www.g2.com/categories/sales-consulting,,#N/A,https://www.g2.com/categories/hubspot-consulting-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALESDOCk,https://www.g2.com/categories/sales-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAIN Group,https://www.g2.com/categories/sales-training,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneSpace,https://www.g2.com/categories/supply-chain-strategy-and-operations-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accenture,https://www.g2.com/categories/supply-chain-strategy-and-operations-consulting,,#N/A,https://www.g2.com/categories/ibm-consulting-services,,https://www.g2.com/categories/servicenow-consulting-services,,https://www.g2.com/categories/ukg-consulting-services,,,,,,,,,,,,,,,,,,,,,,,,
Centric Consulting,https://www.g2.com/categories/supply-chain-strategy-and-operations-consulting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion 360,https://www.g2.com/categories/3d-printing,,#N/A,https://www.g2.com/categories/cad-data-exchange,,https://www.g2.com/categories/cad-libraries,,https://www.g2.com/categories/cad-viewers,,https://www.g2.com/categories/pcb-design,,https://www.g2.com/categories/sketching,,https://www.g2.com/categories/computer-aided-manufacturing-cam,,,,,,,,,,,,,,,,,,
NX CAD,https://www.g2.com/categories/3d-printing,,#N/A,https://www.g2.com/categories/mechanical-computer-aided-design-mcad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onshape,https://www.g2.com/categories/3d-printing,,#N/A,https://www.g2.com/categories/cad-viewers,,https://www.g2.com/categories/mechanical-computer-aided-design-mcad,,https://www.g2.com/categories/product-data-management-pdm,,,,,,,,,,,,,,,,,,,,,,,,
BIMobject,https://www.g2.com/categories/bim-objects,objetos-bim,https://www.g2.com/categories/bim-objects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revit City,https://www.g2.com/categories/bim-objects,objetos-bim,https://www.g2.com/categories/bim-objects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MagiCAD Cloud,https://www.g2.com/categories/bim-objects,objetos-bim,https://www.g2.com/categories/bim-objects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SketchUp,https://www.g2.com/categories/building-design-and-building-information-modeling-bim,,#N/A,https://www.g2.com/categories/general-purpose-cad,,https://www.g2.com/categories/sketching,,https://www.g2.com/categories/urban-planning-and-design,,,,,,,,,,,,,,,,,,,,,,,,
AutoCAD,https://www.g2.com/categories/building-design-and-building-information-modeling-bim,,#N/A,https://www.g2.com/categories/general-purpose-cad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revit,https://www.g2.com/categories/building-design-and-building-information-modeling-bim,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLIDWORKS,https://www.g2.com/categories/cad-data-exchange,intercambio-datos-cad,https://www.g2.com/categories/cad-data-exchange,https://www.g2.com/categories/cad-libraries,bibliotecas-cad,https://www.g2.com/categories/sketching,dibujo,https://www.g2.com/categories/computer-aided-manufacturing-cam,fabricacion-asistida-computadora-cam,,,,,,,,,,,,,,,,,,,,,,,
CATIA Tutor,https://www.g2.com/categories/cad-data-exchange,intercambio-datos-cad,https://www.g2.com/categories/cad-data-exchange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octopart,https://www.g2.com/categories/cad-libraries,bibliotecas-cad,https://www.g2.com/categories/cad-libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autodesk Viewer,https://www.g2.com/categories/cad-viewers,visores-cad,https://www.g2.com/categories/cad-viewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeoHECRAS,https://www.g2.com/categories/civil-engineering-design,diseño-ingenieria-civil,https://www.g2.com/categories/civil-engineering-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tekla Tedds,https://www.g2.com/categories/civil-engineering-design,diseño-ingenieria-civil,https://www.g2.com/categories/civil-engineering-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civil 3D,https://www.g2.com/categories/civil-engineering-design,diseño-ingenieria-civil,https://www.g2.com/categories/civil-engineering-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solid Edge,https://www.g2.com/categories/general-purpose-cad,cad-uso-general,https://www.g2.com/categories/general-purpose-cad,https://www.g2.com/categories/mechanical-computer-aided-design-mcad,diseño-asistido-computadora-mecanica-mcad,https://www.g2.com/categories/computer-aided-manufacturing-cam,fabricacion-asistida-computadora-cam,https://www.g2.com/categories/simulation-cae,simulacion-ingenieria-cae,,,,,,,,,,,,,,,,,,,,,,,
Trimble SysQue,https://www.g2.com/categories/mep,mep,https://www.g2.com/categories/mep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revit MEP,https://www.g2.com/categories/mep,mep,https://www.g2.com/categories/mep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoCAD MEP,https://www.g2.com/categories/mep,mep,https://www.g2.com/categories/mep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creo Options Modeler,https://www.g2.com/categories/other-cad,otro-cad,https://www.g2.com/categories/other-cad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artios CAD,https://www.g2.com/categories/other-cad,otro-cad,https://www.g2.com/categories/other-cad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ansys Meshing,https://www.g2.com/categories/other-cad,otro-cad,https://www.g2.com/categories/other-cad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altium Designer,https://www.g2.com/categories/pcb-design,diseño-pcb,https://www.g2.com/categories/pcb-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altium 365,https://www.g2.com/categories/pcb-design,diseño-pcb,https://www.g2.com/categories/pcb-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pvDesign,https://www.g2.com/categories/solar-design,diseño-solar,https://www.g2.com/categories/solar-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora Solar,https://www.g2.com/categories/solar-design,diseño-solar,https://www.g2.com/categories/solar-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HelioScope,https://www.g2.com/categories/solar-design,diseño-solar,https://www.g2.com/categories/solar-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teamcenter,https://www.g2.com/categories/engineering-document-management,gestion-documentos-ingenieria,https://www.g2.com/categories/engineering-document-management,https://www.g2.com/categories/plm,gestion-ciclo-vida-producto-plm,https://www.g2.com/categories/product-data-management-pdm,gestion-datos-productos-pdm,,,,,,,,,,,,,,,,,,,,,,,,,
WRENCH SmartProject,https://www.g2.com/categories/engineering-document-management,gestion-documentos-ingenieria,https://www.g2.com/categories/engineering-document-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synergis Adept,https://www.g2.com/categories/engineering-document-management,gestion-documentos-ingenieria,https://www.g2.com/categories/engineering-document-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Earth Pro,https://www.g2.com/categories/gis,sistema-informacion-geografica-sig,https://www.g2.com/categories/gis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esri ArcGIS,https://www.g2.com/categories/gis,sistema-informacion-geografica-sig,https://www.g2.com/categories/gis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Maps API,https://www.g2.com/categories/gis,sistema-informacion-geografica-sig,https://www.g2.com/categories/gis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapware,https://www.g2.com/categories/photogrammetry,fotogrametria,https://www.g2.com/categories/photogrammetry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agisoft PhotoScan,https://www.g2.com/categories/photogrammetry,fotogrametria,https://www.g2.com/categories/photogrammetry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arena PLM & QMS,https://www.g2.com/categories/plm,gestion-ciclo-vida-producto-plm,https://www.g2.com/categories/plm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBOM,https://www.g2.com/categories/plm,gestion-ciclo-vida-producto-plm,https://www.g2.com/categories/plm,https://www.g2.com/categories/product-data-management-pdm,gestion-datos-productos-pdm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simcenter STAR-CCM+,https://www.g2.com/categories/simulation-cae,simulacion-ingenieria-cae,https://www.g2.com/categories/simulation-cae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simcenter 3D,https://www.g2.com/categories/simulation-cae,simulacion-ingenieria-cae,https://www.g2.com/categories/simulation-cae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archicad,https://www.g2.com/categories/urban-planning-and-design,planificacion-diseno-urbano,https://www.g2.com/categories/urban-planning-and-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArcGIS CityEngine,https://www.g2.com/categories/urban-planning-and-design,planificacion-diseno-urbano,https://www.g2.com/categories/urban-planning-and-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miro,https://www.g2.com/categories/collaborative-whiteboard,,#N/A,https://www.g2.com/categories/visual-collaboration-platforms,,https://www.g2.com/categories/mind-mapping,,https://www.g2.com/categories/diagramming,,https://www.g2.com/categories/prototyping,,https://www.g2.com/categories/wireframing,,https://www.g2.com/categories/strategy-and-innovation-roadmapping-tools,,,,,,,,,,,,,,,,,,
Webex App,https://www.g2.com/categories/collaborative-whiteboard,,#N/A,https://www.g2.com/categories/ucaas-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft SharePoint,https://www.g2.com/categories/employee-intranet,intranet-empleados,https://www.g2.com/categories/employee-intranet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workvivo,https://www.g2.com/categories/employee-intranet,intranet-empleados,https://www.g2.com/categories/employee-intranet,https://www.g2.com/categories/employee-communications,comunicaciones-empleados,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yammer,https://www.g2.com/categories/employee-intranet,intranet-empleados,https://www.g2.com/categories/employee-intranet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoom,https://www.g2.com/categories/screen-sharing,pantalla-compartida,https://www.g2.com/categories/screen-sharing,https://www.g2.com/categories/ucaas-platforms,plataformas-ucaas,https://www.g2.com/categories/video-conferencing,videoconferencia,https://www.g2.com/categories/voip,voz-sobre-ip-voip,,,,,,,,,,,,,,,,,,,,,,,
Google Workspace,https://www.g2.com/categories/screen-sharing,pantalla-compartida,https://www.g2.com/categories/screen-sharing,https://www.g2.com/categories/business-instant-messaging,,https://www.g2.com/categories/note-taking-management,gestion-notas,,,,,,,,,,,,,,,,,,,,,,,,,
BlueJeans Meetings,https://www.g2.com/categories/screen-sharing,pantalla-compartida,https://www.g2.com/categories/screen-sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumospace,https://www.g2.com/categories/virtual-workspaces,espacios-trabajo-virtuales,https://www.g2.com/categories/virtual-workspaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gather,https://www.g2.com/categories/virtual-workspaces,espacios-trabajo-virtuales,https://www.g2.com/categories/virtual-workspaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorkInSync,https://www.g2.com/categories/virtual-workspaces,espacios-trabajo-virtuales,https://www.g2.com/categories/virtual-workspaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucid Visual Collaboration Suite,https://www.g2.com/categories/visual-collaboration-platforms,plataformas-colaboracion-visual,https://www.g2.com/categories/visual-collaboration-platforms,https://www.g2.com/categories/diagramming,diagramacion,https://www.g2.com/categories/wireframing,wireframing,,,,,,,,,,,,,,,,,,,,,,,,,
FigJam,https://www.g2.com/categories/visual-collaboration-platforms,plataformas-colaboracion-visual,https://www.g2.com/categories/visual-collaboration-platforms,https://www.g2.com/categories/mind-mapping,mapas-mentales,https://www.g2.com/categories/diagramming,diagramacion,,,,,,,,,,,,,,,,,,,,,,,,,
Zeplin,https://www.g2.com/categories/other-collaboration,otro-colaboracion,https://www.g2.com/categories/other-collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarkUp,https://www.g2.com/categories/other-collaboration,otro-colaboracion,https://www.g2.com/categories/other-collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sessionb,https://www.g2.com/categories/other-collaboration,otro-colaboracion,https://www.g2.com/categories/other-collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nextiva,https://www.g2.com/categories/audio-conferencing,audioconferencia,https://www.g2.com/categories/audio-conferencing,https://www.g2.com/categories/voip,voz-sobre-ip-voip,https://www.g2.com/categories/call-center-infrastructure-cci,,,,,,,,,,,,,,,,,,,,,,,,,,
